pubmed_id|name
10717622|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10733239|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10733239|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
10739756|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
25862899|http://purl.bioontology.org/ontology/OMIM/114500
25865669|http://purl.bioontology.org/ontology/OMIM/114500
25884297|http://purl.bioontology.org/ontology/OMIM/114500
10782928|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10782928|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
25884643|http://purl.bioontology.org/ontology/OMIM/114500
10790213|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10790213|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
25886136|http://purl.bioontology.org/ontology/OMIM/114500
10797299|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
10797299|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010051
2436824|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D000230
2436824|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
24534469|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
24737347|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
24737347|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D021441
10885601|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D001943
25889309|http://purl.bioontology.org/ontology/OMIM/114500
25902072|http://purl.bioontology.org/ontology/OMIM/114500
25072261|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
25072261|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D021441
25924923|http://purl.bioontology.org/ontology/OMIM/114500
25076338|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
10597248|http://purl.obolibrary.org/obo/DOID_10283
10600309|http://purl.obolibrary.org/obo/DOID_10283
25942399|http://purl.bioontology.org/ontology/OMIM/114500
25432630|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
10615237|http://purl.obolibrary.org/obo/DOID_10283
25943333|http://purl.bioontology.org/ontology/OMIM/114500
22563563|http://purl.obolibrary.org/obo/DOID_3969
22732794|http://purl.obolibrary.org/obo/DOID_3969
25719666|http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010190
24255689|http://purl.obolibrary.org/obo/DOID_3969
10889864|http://purl.obolibrary.org/obo/DOID_10283
